State,Year,Population.26+,Totals.Alcohol.Use Disorder Past Year.26+,Rates.Alcohol.Use Disorder Past Year.12-17,Totals.Alcohol.Use Past Month.26+,Rates.Alcohol.Use Past Month.26+,Totals.Tobacco.Cigarette Past Month.26+,Rates.Tobacco.Cigarette Past Month.26+,Totals.Illicit Drugs.Cocaine Used Past Year.26+,Rates.Illicit Drugs.Cocaine Used Past Year.12-17,Totals.Marijuana.New Users.12-17,Rates.Marijuana.New Users.12-17,Totals.Marijuana.Used Past Month.26+,Rates.Marijuana.Used Past Month.26+,Totals.Marijuana.Used Past Year.26+,Rates.Marijuana.Used Past Year.26+,Totals.Tobacco.Use Past Month.26+,Rates.Tobacco.Use Past Month.26+
New Jersey,2015,5965066,249,21.928,3424,574.044,950,159.324,82,5.526,30,44.956,288,48.28,517,86.627,1152,193.072
New Mexico,2015,1329649,90,27.613,695,522.953,279,210.066,19,9.561,9,69.925,114,85.516,173,130.414,345,259.329
New York,2015,13150285,741,22.125,7626,579.902,2498,189.993,265,4.522,72,55.818,1006,76.521,1503,114.325,3005,228.478
North Carolina,2015,6532379,281,16.193,3091,473.2,1455,222.692,94,3.913,37,51.035,391,59.788,589,90.196,1752,268.208
North Dakota,2015,463569,29,28.204,294,634.339,105,226.242,3,8.063,2,46.11,18,37.978,29,63.366,136,293.297
Ohio,2015,7605364,430,21.642,4240,557.509,1893,248.93,98,4.816,41,51.442,559,73.541,832,109.455,2343,308.077
Oklahoma,2015,2448662,126,20.934,1102,449.87,647,264.366,25,5.335,14,45.925,115,46.841,208,84.909,813,331.881
Oregon,2015,2739602,186,27.882,1734,632.846,501,182.877,50,10.015,15,64.563,385,140.706,548,200.101,623,227.333
Pennsylvania,2015,8572327,428,21.155,5119,597.18,1915,223.376,127,5.622,39,45.645,562,65.54,877,102.352,2378,277.441
Rhode Island,2015,702577,45,23.184,457,650.527,139,197.927,13,8.432,4,72.336,89,126.54,117,166.647,171,243.387
South Carolina,2015,3219369,172,21.068,1538,477.77,753,234.009,41,3.438,16,48.086,155,48.067,255,79.159,920,285.679
South Dakota,2015,539708,37,28.739,344,637.556,130,241.362,5,7.477,3,47.524,33,60.644,50,92.917,161,298.046
Tennessee,2015,4323137,198,18.467,1982,458.38,1140,263.635,58,4.862,24,49.567,273,63.169,442,102.263,1389,321.344
Texas,2015,16842117,783,23.792,8687,515.772,3347,198.71,157,5.732,99,45.24,729,43.26,1229,72.969,4162,247.093
Utah,2015,1695021,62,18.703,549,323.686,239,140.928,14,8.138,11,34.724,65,38.593,116,68.698,275,162.178
Vermont,2015,425544,24,25.957,270,633.893,92,216.185,8,11.428,2,65.291,60,140.002,76,178.091,116,271.591
Virginia,2015,5430166,286,20.815,3002,552.838,1094,201.549,62,4.271,28,49.217,283,52.193,429,78.921,1331,245.185
Washington,2015,4751278,253,22.958,2889,608.037,766,161.199,70,7.874,26,53.893,508,106.914,784,164.944,953,200.494
West Virginia,2015,1248039,47,21.379,521,417.689,389,311.439,13,6.969,7,55.348,67,53.928,111,89.018,499,400.093
Wisconsin,2015,3787384,248,26.337,2479,654.545,825,217.858,37,6.761,24,59.074,220,57.957,339,89.564,1007,265.83
Wyoming,2015,375070,22,28.606,208,554.482,84,223.409,3,9.832,2,49.575,18,48.756,29,76.78,109,291.119
Alabama,2016,3179298,137,15.429,1417,445.571,805,253.226,45,3.588,14,39.066,155,48.639,257,80.809,1014,319.087
Alaska,2016,450641,29,22.121,254,563.491,91,201.054,9,7.089,3,70.859,67,149.677,93,207.371,125,276.653
Arizona,2016,4489709,223,18.459,2478,552.015,803,178.765,75,6.554,22,43.245,307,68.469,518,115.48,998,222.217
Arkansas,2016,1922394,99,21.166,814,423.468,512,266.367,24,5.147,10,46.076,139,72.093,201,104.318,635,330.132
California,2016,25492189,1322,20.063,13984,548.548,3584,140.573,523,6.855,150,56.014,2473,96.997,3730,146.333,4339,170.224
Colorado,2016,3629008,212,20.685,2351,647.916,571,157.228,72,7.913,26,78.897,537,148.058,794,218.842,727,200.306
Connecticut,2016,2395872,136,26.768,1551,647.281,416,173.825,50,6.026,15,66.511,184,76.914,280,116.834,516,215.187
Delaware,2016,642469,39,17.905,357,555.134,126,195.649,10,3.679,4,56.643,52,81.688,75,116.038,146,227.974
District of Columbia,2016,463974,40,19.711,326,701.681,89,191.175,19,2.234,2,73.484,66,143.165,102,219.005,111,238.631
Florida,2016,14351670,713,20.254,7936,552.971,2543,177.171,218,4.482,72,56.973,988,68.811,1534,106.861,3066,213.607
Georgia,2016,6555271,279,12.692,3189,486.481,1324,201.98,96,3.356,36,44.675,325,49.511,572,87.283,1668,254.512
Hawaii,2016,934643,44,21.465,444,475.36,126,134.535,14,5.845,4,58.722,66,70.582,106,113.868,163,174.022
Idaho,2016,1062401,60,23.067,544,512.483,199,187.153,10,6.579,7,46.827,68,63.956,107,100.898,247,232.876
Illinois,2016,8352680,481,23.861,4930,590.249,1598,191.319,124,4.772,50,58.438,557,66.63,870,104.216,1958,234.455
Indiana,2016,4240275,201,15.836,2261,533.249,975,230.006,60,5.48,28,60.323,324,76.461,473,111.64,1198,282.568
Iowa,2016,2008814,128,22.511,1270,632.088,436,217.123,20,5.459,10,40.529,99,49.319,162,80.498,543,270.519
Kansas,2016,1811408,89,23.925,1140,629.405,382,210.638,20,5.522,11,49.812,93,51.224,162,89.264,472,260.452
Kentucky,2016,2883972,135,16.134,1204,417.41,817,283.302,35,5.379,16,51.631,185,64.125,300,103.857,1022,354.525
Louisiana,2016,2976965,179,22.62,1618,543.425,768,257.938,36,2.765,15,45.331,178,59.877,290,97.569,963,323.441
Maine,2016,942340,50,22.559,559,593.707,193,205.043,13,7.038,5,62.364,131,138.945,182,193.567,229,243.024
Maryland,2016,3982694,201,14.387,2287,574.11,659,165.565,67,3.486,23,58.792,347,87.099,478,120.05,784,196.933
Massachusetts,2016,4598419,296,21.78,2985,649.147,793,172.498,102,6.355,30,78.849,503,109.411,737,160.334,964,209.65
Michigan,2016,6555498,342,18.125,3750,572.114,1536,234.235,87,4.422,41,60.212,652,99.481,879,134.076,1830,279.129
Minnesota,2016,3625172,164,16.984,2264,624.627,680,187.601,49,5.667,23,56.688,222,61.292,391,107.767,834,230.112
Mississippi,2016,1879442,79,12.497,773,411.232,503,267.855,22,2.449,11,48.384,107,56.714,166,88.183,638,339.545
Missouri,2016,3967539,201,18.617,2177,548.71,904,227.94,50,4.687,22,49.257,281,70.784,438,110.327,1139,287.149
Montana,2016,693178,49,37.25,425,612.57,144,208.336,10,8.914,4,65.344,80,115.246,115,165.679,190,273.644
Nebraska,2016,1196562,61,21.726,763,637.299,264,220.545,13,5.993,8,51.979,71,59.569,96,80.569,328,273.988
Nevada,2016,1964559,101,23.309,1030,524.508,414,210.573,40,6.214,11,63.053,199,101.089,282,143.383,508,258.422
New Hampshire,2016,920285,51,19.831,622,675.605,164,178.01,12,8.886,5,63.728,100,108.603,139,151.504,206,224.309
New Jersey,2016,6001097,248,15.426,3420,569.878,1033,172.126,80,4.904,29,42.259,307,51.196,526,87.731,1281,213.39
New Mexico,2016,1338531,76,22.213,710,530.437,286,213.426,21,7.403,9,75.447,136,101.856,202,150.853,355,265.553
New York,2016,13244748,716,17.893,7720,582.889,2265,171.037,283,4.437,68,52.102,994,75.015,1491,112.601,2685,202.738
North Carolina,2016,6651709,285,13.109,3183,478.497,1410,211.934,100,4.044,37,49.34,425,63.954,630,94.706,1702,255.815
North Dakota,2016,466368,27,20.727,296,635.239,97,208.235,4,6.13,2,37.936,23,49.334,38,81.306,126,270.712
Ohio,2016,7643985,392,17.096,4189,547.961,1851,242.197,105,5.004,43,53.688,522,68.256,814,106.492,2300,300.93
Oklahoma,2016,2464143,141,19.702,1184,480.536,608,246.577,30,4.755,14,46.642,133,53.912,228,92.643,760,308.305
Oregon,2016,2791313,200,29.426,1755,628.773,532,190.638,64,10.072,16,68.531,505,180.742,680,243.557,658,235.739
Pennsylvania,2016,8602887,389,15.036,5230,607.9,1859,216.137,136,5.356,37,43.926,557,64.77,890,103.407,2360,274.329
Rhode Island,2016,707314,44,22.5,452,638.766,131,185.643,14,7.036,4,65.095,96,135.052,122,172.088,163,230.576
South Carolina,2016,3284833,162,15.708,1584,482.258,766,233.058,49,3.833,15,45.522,163,49.693,279,84.813,923,280.878
South Dakota,2016,544008,38,34.719,351,645.901,127,234.042,4,5.641,3,46.462,29,53.958,52,94.841,163,299.442
Tennessee,2016,4382664,196,16.623,2044,466.27,1092,249.089,65,4.961,22,47.729,282,64.396,465,106.128,1383,315.613
Texas,2016,17182224,722,15.954,8891,517.437,3414,198.691,186,4.553,95,42.052,788,45.855,1354,78.826,4189,243.776
Utah,2016,1736486,79,17.5,552,317.621,247,141.956,21,6.897,11,31.914,80,46.349,133,76.414,280,160.999
Vermont,2016,426296,26,25.314,279,653.367,84,197.73,10,9.268,2,72.492,68,159.095,85,198.554,109,256.184
Virginia,2016,5486815,277,18.993,3081,561.591,960,175.007,86,4.293,26,45.181,290,52.828,486,88.654,1191,217.145
Washington,2016,4859213,283,22.929,2887,594.159,831,171.055,91,7.045,27,58.087,694,142.773,986,202.984,1022,210.282
West Virginia,2016,1242852,50,16.717,507,407.773,395,318.059,16,6.075,5,46.1,80,64.444,134,108.13,497,399.684
Wisconsin,2016,3806407,239,22.697,2528,664.238,823,216.149,57,5.829,23,55.605,241,63.304,375,98.41,1003,263.629
Wyoming,2016,375321,22,26.812,200,533.717,76,202.908,4,8.266,2,44.52,22,57.658,36,94.617,103,275.406
Alabama,2017,3201636,145,15.82,1528,477.141,838,261.776,45,3.843,14,40.615,221,69.101,338,105.488,1017,317.542
Alaska,2017,454286,30,20.743,259,569.93,82,180.906,9,4.52,4,78.037,73,160.981,101,221.368,115,253.39
Arizona,2017,4599057,231,18.277,2533,550.705,841,182.819,72,5.543,25,51.075,452,98.257,677,147.197,1026,223.144
Arkansas,2017,1937651,98,20.434,840,433.692,513,264.761,22,4.789,11,50.065,150,77.284,222,114.615,644,332.619
California,2017,25769686,1455,18.454,14513,563.171,3326,129.055,585,5.08,169,64.032,2676,103.852,4005,155.403,4116,159.735
Colorado,2017,3708548,296,22.656,2478,668.053,652,175.692,109,7.755,25,76.533,584,157.346,904,243.714,816,220.1
Connecticut,2017,2405282,131,19.253,1604,666.8,380,158.119,38,4.134,18,80.842,230,95.765,342,142.154,489,203.393
Delaware,2017,651806,40,15.594,372,570.241,133,204.687,11,3.721,4,67.197,60,92.235,91,139.657,163,250.207
District of Columbia,2017,474297,47,18.879,331,697.831,93,196.612,20,2.639,2,90.263,68,142.547,106,224.399,109,229.824
Florida,2017,14656396,632,15.468,7984,544.755,2576,175.771,235,4.812,72,55.116,1124,76.706,1722,117.498,3105,211.844
Georgia,2017,6661559,289,13.322,3460,519.424,1286,193.078,103,3.436,42,53.039,435,65.307,724,108.621,1650,247.76
Hawaii,2017,938835,45,21.916,471,501.942,125,133.217,16,3.531,4,60.931,76,80.936,120,127.311,156,166.534
Idaho,2017,1089805,57,17.519,547,501.711,197,181.071,11,5.475,7,54.661,78,71.123,126,115.793,250,229.466
Illinois,2017,8380092,473,19.464,5125,611.513,1506,179.716,153,5.02,53,62.66,664,79.184,1031,123.064,1831,218.532
Indiana,2017,4276407,184,14.286,2300,537.925,1020,238.414,67,6.279,28,59.776,362,84.579,533,124.607,1240,290.029
Iowa,2017,2020666,120,21.464,1266,626.557,437,216.119,21,4.91,11,41.581,109,53.89,187,92.452,543,268.917
Kansas,2017,1819258,85,19.1,1090,599.046,378,208.037,22,5.512,12,53.827,93,51.312,204,111.885,483,265.349
Kentucky,2017,2903588,129,16.097,1236,425.553,809,278.645,39,5.065,16,50.768,203,69.82,312,107.472,996,343.116
Louisiana,2017,2987835,188,18.609,1605,537.146,719,240.575,37,3.06,15,42.172,186,62.151,297,99.535,940,314.443
Maine,2017,948984,55,23.677,560,589.881,187,196.65,14,6.253,5,61.331,140,147.505,203,213.406,218,229.666
Maryland,2017,4007455,184,12.919,2493,621.979,642,160.204,64,3.004,22,54.477,321,80.081,456,113.884,787,196.387
Massachusetts,2017,4649494,277,19.875,3051,656.155,781,167.964,98,5.409,31,80.473,512,110.157,768,165.195,946,203.535
Michigan,2017,6612857,332,15.706,3801,574.848,1400,211.757,95,4.561,43,64.344,708,107.024,1011,152.823,1705,257.87
Minnesota,2017,3665430,174,15.458,2251,613.987,639,174.234,72,5.158,20,50.146,289,78.925,462,126.077,812,221.464
Mississippi,2017,1887440,80,12.143,823,436.1,519,275.101,25,3.171,11,47.587,110,58.341,178,94.468,646,342.266
Missouri,2017,3997148,194,16.468,2111,528.161,915,228.831,46,4.226,22,50.95,281,70.31,484,121.007,1098,274.733
Montana,2017,702611,49,31.361,436,620.851,134,191.346,10,6.517,4,62.353,91,129.625,119,169.215,178,252.652
Nebraska,2017,1206583,62,18.64,747,618.972,244,202.584,15,5.424,8,57.555,76,62.995,112,93.131,307,254.181
Nevada,2017,2008499,105,17.984,1075,535.177,436,217.107,39,5.42,11,58.347,267,133.124,397,197.878,537,267.169
New Hampshire,2017,933100,55,20.045,631,676.599,144,154.233,16,8.039,6,73.432,116,124.076,160,171.922,192,205.249
New Jersey,2017,6010331,263,15.016,3385,563.225,963,160.279,71,3.36,33,49.195,373,62.11,557,92.652,1167,194.215
New Mexico,2017,1351993,66,18.29,678,501.354,287,212.032,22,6.656,10,78.753,157,116.167,225,166.579,348,257.641
New York,2017,13260774,680,14.643,7455,562.209,2042,153.994,290,3.946,66,52.363,1035,78.08,1589,119.79,2432,183.365
North Carolina,2017,6764669,312,15.308,3420,505.557,1400,207.022,104,4.286,37,51.837,415,61.327,691,102.119,1724,254.926
North Dakota,2017,469643,27,22.96,285,605.818,99,210.063,5,4.528,2,40.366,28,60.302,43,91.087,128,273.286
Ohio,2017,7695525,364,16.626,4218,548.114,1760,228.659,91,4.419,43,52.745,513,66.599,823,106.919,2144,278.611
Oklahoma,2017,2479838,140,17.133,1272,512.87,602,242.641,36,5.07,14,48.708,151,60.949,255,102.776,754,303.98
Oregon,2017,2839447,199,24.175,1750,616.226,479,168.737,67,8.032,16,67.544,502,176.764,723,254.779,608,214.134
Pennsylvania,2017,8642237,398,16.268,5189,600.393,1770,204.847,139,5.312,42,49.834,603,69.782,986,114.066,2228,257.813
Rhode Island,2017,711511,44,19.159,441,619.332,124,173.77,14,5.62,4,70.659,90,126.962,124,173.919,147,206.88
South Carolina,2017,3345950,171,15.778,1780,531.858,771,230.45,54,4.577,19,55.07,231,68.917,383,114.365,940,280.934
South Dakota,2017,550564,34,26.041,346,628.669,113,205.182,4,4.264,3,41.656,31,55.774,52,95.232,151,274.164
Tennessee,2017,4443021,193,17.355,2073,466.67,1009,227.11,69,4.693,24,50.683,314,70.664,473,106.386,1316,296.217
Texas,2017,17545587,734,13.058,8941,509.575,3309,188.605,194,4.422,102,43.725,829,47.236,1498,85.405,4059,231.352
Utah,2017,1780017,72,15.126,551,309.764,245,137.391,21,5.203,10,27.886,82,46.216,147,82.643,295,165.684
Vermont,2017,428613,29,29.074,281,656.353,80,187.509,10,8.127,3,95.721,72,167.641,91,212.685,101,235.969
Virginia,2017,5542540,265,16.261,3041,548.655,873,157.513,80,3.696,27,46.562,307,55.302,498,89.886,1121,202.19
Washington,2017,4970994,272,24.861,3037,610.847,935,188.117,100,6.301,28,62.398,746,150.114,1052,211.63,1135,228.374
West Virginia,2017,1238942,49,15.742,503,406.158,363,293.087,18,6.142,6,53.111,104,83.741,154,124.019,452,364.81
Wisconsin,2017,3833603,235,21.064,2460,641.599,756,197.289,67,5.978,24,54.635,277,72.197,423,110.369,934,243.669
Wyoming,2017,375569,19,26.741,197,525.621,76,202.776,4,5.406,2,52.923,24,63.842,39,104.88,104,277.934
Alabama,2018,3225318,167,14.954,1536,476.373,808,250.5,51,3.137,16,46.155,242,74.906,417,129.303,1012,313.648
Alaska,2018,455906,31,18.621,260,570.019,86,188.563,8,4.665,4,77.775,74,162.506,106,233.251,113,248.32
Arizona,2018,4715857,212,17.082,2540,538.643,801,169.812,67,4.839,30,59.971,472,100.118,666,141.148,958,203.073
Arkansas,2018,1949363,93,15.611,859,440.504,485,248.884,17,3.627,11,50.178,148,76.023,230,117.817,619,317.618
California,2018,25917724,1586,17.963,13932,537.543,3196,123.298,572,5.185,176,68.27,3086,119.085,4476,172.718,3880,149.708
Colorado,2018,3782655,302,20.096,2470,653.031,658,173.837,130,6.401,26,79.658,591,156.205,903,238.595,819,216.631
Connecticut,2018,2408141,138,18.267,1555,645.867,361,149.803,36,3.738,15,65.696,253,105.194,377,156.441,474,196.648
Delaware,2018,659878,39,15.278,402,609.333,126,190.347,12,3.077,4,71.153,69,105.257,101,152.947,159,241.247
District of Columbia,2018,479448,43,12.41,330,689.267,82,171.937,18,2.14,2,95.006,69,143.004,115,240.092,95,198.39
Florida,2018,14896983,564,12.621,8198,550.292,2524,169.424,211,3.588,71,52.801,1335,89.626,1890,126.889,3120,209.436
Georgia,2018,6756292,298,13.644,3544,524.51,1245,184.262,85,2.538,39,49.27,535,79.139,873,129.181,1587,234.919
Hawaii,2018,939985,52,17.741,467,496.893,143,152.218,20,4.262,4,56.969,88,93.83,135,143.751,175,186.394
Idaho,2018,1119507,58,16.987,574,512.399,191,171.013,12,5.737,8,54.31,82,73.643,133,118.52,238,212.362
Illinois,2018,8378609,445,15.302,5089,607.356,1506,179.715,158,4.016,51,60.357,754,89.954,1170,139.596,1831,218.546
Indiana,2018,4312382,228,17.589,2306,534.667,1051,243.688,51,5.028,25,53.447,416,96.579,603,139.73,1304,302.436
Iowa,2018,2032017,105,21.865,1267,623.466,461,226.828,21,4.675,12,50.599,105,51.771,199,98.022,554,272.555
Kansas,2018,1827127,86,19.031,1038,568.052,376,205.868,31,5.448,11,49.612,117,64.178,226,123.545,495,270.788
Kentucky,2018,2917791,142,16.932,1355,464.227,797,273.131,50,4.468,16,50.308,254,87.077,378,129.381,974,333.691
Louisiana,2018,2992047,168,14.001,1553,519.158,728,243.222,46,2.553,16,43.266,191,63.908,304,101.697,929,310.628
Maine,2018,955772,51,21.423,568,594.449,172,179.857,14,5.617,6,77.052,153,159.727,214,224.235,202,211.253
Maryland,2018,4017859,189,13.844,2414,600.694,648,161.21,60,2.658,22,54.636,368,91.638,521,129.716,837,208.328
Massachusetts,2018,4680619,261,17.514,3037,648.778,718,153.47,76,4.224,29,72.546,596,127.287,874,186.692,875,186.848
Michigan,2018,6657456,362,16.395,3821,573.946,1384,207.871,88,3.677,42,63.043,800,120.179,1189,178.601,1693,254.373
Minnesota,2018,3698785,193,16.862,2404,649.86,642,173.595,65,4.306,21,51.339,312,84.427,506,136.722,816,220.691
Mississippi,2018,1894943,89,13.669,799,421.761,511,269.871,26,2.518,11,45.479,126,66.478,195,102.803,631,333.158
Missouri,2018,4022731,199,17.987,2151,534.831,855,212.634,40,3.83,22,50.46,302,75.181,506,125.756,1041,258.802
Montana,2018,712413,50,25.067,440,617.633,151,212.424,11,6.136,5,74.576,94,131.75,124,173.564,205,287.815
Nebraska,2018,1215009,64,18.488,733,603.564,237,195.316,14,4.994,9,62.914,78,64.25,133,109.163,297,244.345
Nevada,2018,2046371,121,18.408,1161,567.26,383,187.186,48,5.33,13,73.807,301,146.9,451,220.394,463,226.492
New Hampshire,2018,945381,54,20.994,631,667.526,141,148.985,18,6.116,6,76.785,116,122.484,173,183.145,190,200.843
New Jersey,2018,5989388,244,14.872,3407,568.899,852,142.321,76,3.176,33,52.225,437,73.022,651,108.704,1003,167.401
New Mexico,2018,1364936,68,16.844,669,489.942,281,205.626,21,6.512,11,87.506,150,109.874,250,183.411,340,249.054
New York,2018,13191928,645,16.083,7168,543.354,2053,155.662,282,3.223,67,55.915,1233,93.467,1913,145.02,2469,187.165
North Carolina,2018,6865689,341,14.679,3644,530.745,1502,218.741,111,3.34,42,61.421,538,78.331,885,128.925,1821,265.208
North Dakota,2018,473049,27,23.611,282,596.223,99,208.266,5,4.789,3,40.296,29,61.935,47,99.027,127,267.735
Ohio,2018,7734940,377,16.114,4264,551.318,1763,227.912,109,3.652,44,53.941,682,88.23,1021,131.975,2207,285.297
Oklahoma,2018,2497934,130,16.398,1196,478.713,639,255.898,34,4.102,14,46.98,227,90.888,328,131.402,794,317.876
Oregon,2018,2880798,192,23.492,1790,621.307,477,165.628,67,6.613,17,71.618,504,174.868,718,249.258,621,215.476
Pennsylvania,2018,8675385,406,16.937,4885,563.143,1761,203.035,148,4.287,47,58.105,758,87.331,1207,139.094,2184,251.702
Rhode Island,2018,714973,43,17.832,445,621.708,125,174.298,12,4.287,4,67.773,96,134.031,145,202.977,152,212.517
South Carolina,2018,3407157,169,14.292,1792,526.097,786,230.752,41,2.77,18,50.665,276,80.933,439,128.824,968,283.986
South Dakota,2018,557354,30,19.651,329,590.874,112,200.761,4,4.447,3,44.474,29,51.278,48,86.697,141,253.495
Tennessee,2018,4497884,205,16.254,2102,467.428,995,221.171,61,3.581,24,49.373,344,76.513,523,116.2,1274,283.286
Texas,2018,17862401,779,14.346,9370,524.542,3291,184.216,207,4.432,113,48.602,1057,59.174,1774,99.3,4015,224.769
Utah,2018,1821899,70,15.679,592,324.884,232,127.201,16,5.158,12,36.84,90,49.647,178,97.737,282,154.902
Vermont,2018,430733,27,25.606,277,642.475,76,175.662,10,6.816,3,93.066,74,171.088,100,233.076,97,224.405
Virginia,2018,5581639,267,15.199,3057,547.688,966,173.133,80,3.077,29,48.656,349,62.455,518,92.889,1234,221.15
Washington,2018,5065742,282,20.069,3050,602.125,942,185.981,95,5.256,29,63.463,838,165.403,1199,236.665,1150,227.04
West Virginia,2018,1235448,46,17.428,498,402.934,336,272.212,16,5.065,7,59.672,100,81.155,144,116.328,438,354.69
Wisconsin,2018,3861670,217,18.72,2490,644.92,750,194.208,64,5.528,23,53.793,289,74.815,466,120.566,917,237.359
Wyoming,2018,377084,22,23.695,212,561.282,78,205.597,4,6.164,2,54.893,23,59.78,38,100.652,107,282.912